date,type,amount,category
2023-04-21,expense,106.1,Transportation
2023-04-21,expense,34.73,Entertainment
2023-04-22,expense,147.51,Groceries
2023-04-22,expense,107.28,Dining Out
2023-04-22,expense,188.07,Healthcare
2023-04-23,expense,200.34,Healthcare
2023-04-24,expense,8.97,Gifts
2023-04-24,expense,84.96,Entertainment
2023-04-25,expense,218.72,Shopping
2023-04-26,expense,193.35,Healthcare
2023-04-26,expense,106.53,Dining Out
2023-04-27,expense,46.85,Entertainment
2023-04-28,income,1013.98,Freelance
2023-04-28,income,670.1,Side Business
2023-04-28,expense,71.1,Gifts
2023-04-28,expense,128.26,Dining Out
2023-04-29,income,898.44,Freelance
2023-04-29,expense,128.98,Groceries
2023-04-30,expense,47.97,Healthcare
2023-04-30,income,2950.15,Salary
2023-05-01,expense,1765.96,Housing
2023-05-01,expense,233.26,Utilities
2023-05-01,expense,217.55,Insurance
2023-05-01,expense,68.73,Subscriptions
2023-05-01,expense,97.16,Dining Out
2023-05-02,expense,74.04,Transportation
2023-05-03,income,728.22,Side Business
2023-05-04,expense,137.46,Dining Out
2023-05-04,income,1071.01,Freelance
2023-05-05,income,1380.78,Rental Income
2023-05-06,expense,116.34,Groceries
2023-05-07,expense,114.52,Dining Out
2023-05-07,expense,150.48,Dining Out
2023-05-07,expense,55.2,Personal Care
2023-05-08,expense,65.88,Entertainment
2023-05-09,expense,60.03,Healthcare
2023-05-09,income,839.62,Freelance
2023-05-10,income,483.58,Investments
2023-05-12,expense,271.64,Shopping
2023-05-12,income,745.98,Side Business
2023-05-13,expense,61.68,Transportation
2023-05-13,income,910.23,Freelance
2023-05-13,expense,165.92,Groceries
2023-05-15,income,2950.15,Salary
2023-05-15,income,510.04,Side Business
2023-05-15,expense,101.45,Transportation
2023-05-16,income,706.03,Freelance
2023-05-16,expense,58.63,Dining Out
2023-05-18,income,724.27,Side Business
2023-05-20,expense,158.29,Groceries
2023-05-20,expense,72.18,Dining Out
2023-05-21,expense,38.45,Personal Care
2023-05-22,expense,104.71,Transportation
2023-05-22,expense,268.79,Shopping
2023-05-23,expense,16.38,Personal Care
2023-05-24,income,1068.14,Freelance
2023-05-24,expense,111.7,Healthcare
2023-05-25,expense,193.85,Shopping
2023-05-26,expense,157.39,Dining Out
2023-05-27,expense,128.28,Groceries
2023-05-27,expense,274.54,Shopping
2023-05-27,expense,122.87,Dining Out
2023-05-28,expense,145.21,Dining Out
2023-05-28,income,588.7,Side Business
2023-05-29,income,776.49,Freelance
2023-05-29,expense,57.18,Transportation
2023-05-30,income,2950.15,Salary
2023-05-30,expense,194.69,Shopping
2023-05-31,expense,151.96,Shopping
2023-06-01,expense,71.27,Subscriptions
2023-06-01,expense,225.94,Insurance
2023-06-01,expense,112.72,Healthcare
2023-06-01,expense,1686.25,Housing
2023-06-01,expense,236.37,Utilities
2023-06-02,expense,24.17,Entertainment
2023-06-03,expense,122.98,Groceries
2023-06-03,expense,99.78,Entertainment
2023-06-04,expense,73.87,Entertainment
2023-06-05,income,1279.41,Rental Income
2023-06-05,expense,85.71,Dining Out
2023-06-06,income,829.09,Freelance
2023-06-09,expense,8.46,Education
2023-06-10,expense,41.31,Personal Care
2023-06-10,income,433.45,Investments
2023-06-10,expense,132.89,Groceries
2023-06-11,expense,94.33,Transportation
2023-06-11,expense,52.68,Shopping
2023-06-12,expense,30.68,Personal Care
2023-06-12,expense,165.9,Dining Out
2023-06-14,expense,196.86,Healthcare
2023-06-15,income,2950.15,Salary
2023-06-15,expense,72.93,Transportation
2023-06-16,expense,43.88,Healthcare
2023-06-17,expense,121.96,Groceries
2023-06-18,expense,22.56,Entertainment
2023-06-22,expense,5.0,Gifts
2023-06-23,expense,30.05,Entertainment
2023-06-23,expense,76.63,Gifts
2023-06-24,income,707.11,Freelance
2023-06-24,income,581.09,Side Business
2023-06-24,expense,163.89,Groceries
2023-06-24,expense,74.21,Entertainment
2023-06-27,expense,57.84,Transportation
2023-06-27,expense,35.31,Entertainment
2023-06-29,expense,143.16,Dining Out
2023-06-29,expense,93.47,Transportation
2023-06-30,income,2950.15,Salary
2023-06-30,expense,82.2,Shopping
2023-06-30,expense,93.69,Dining Out
2023-07-01,expense,135.42,Dining Out
2023-07-01,expense,103.19,Transportation
2023-07-01,expense,123.32,Groceries
2023-07-01,expense,68.22,Subscriptions
2023-07-01,expense,207.26,Insurance
2023-07-01,expense,232.1,Utilities
2023-07-01,expense,1749.03,Housing
2023-07-03,expense,107.09,Transportation
2023-07-05,income,1362.77,Rental Income
2023-07-05,income,915.56,Side Business
2023-07-05,expense,53.72,Gifts
2023-07-05,expense,55.55,Transportation
2023-07-05,expense,54.71,Transportation
2023-07-06,expense,25.04,Entertainment
2023-07-06,expense,121.91,Dining Out
2023-07-08,expense,152.43,Groceries
2023-07-08,income,739.0,Side Business
2023-07-10,expense,56.89,Transportation
2023-07-10,expense,101.48,Dining Out
2023-07-10,income,471.5,Investments
2023-07-10,expense,142.61,Dining Out
2023-07-11,expense,95.56,Transportation
2023-07-11,expense,125.54,Dining Out
2023-07-12,expense,100.61,Entertainment
2023-07-15,income,2950.15,Salary
2023-07-15,expense,125.32,Groceries
2023-07-15,expense,12.74,Personal Care
2023-07-16,income,506.39,Side Business
2023-07-17,expense,66.67,Transportation
2023-07-18,expense,27.9,Entertainment
2023-07-19,expense,26.4,Entertainment
2023-07-20,expense,125.34,Dining Out
2023-07-20,expense,29.51,Entertainment
2023-07-22,expense,159.54,Groceries
2023-07-22,expense,134.5,Education
2023-07-27,expense,197.49,Healthcare
2023-07-27,expense,124.67,Dining Out
2023-07-29,expense,125.37,Groceries
2023-07-29,expense,39.25,Personal Care
2023-07-30,expense,34.52,Entertainment
2023-07-30,income,2950.15,Salary
2023-07-31,income,601.69,Side Business
2023-08-01,expense,1681.98,Housing
2023-08-01,expense,244.26,Utilities
2023-08-01,expense,221.86,Insurance
2023-08-01,expense,68.5,Subscriptions
2023-08-01,expense,194.75,Healthcare
2023-08-02,expense,102.57,Entertainment
2023-08-02,expense,111.07,Entertainment
2023-08-03,expense,142.69,Shopping
2023-08-04,expense,175.92,Shopping
2023-08-05,income,684.38,Freelance
2023-08-05,income,1307.18,Rental Income
2023-08-05,expense,157.62,Groceries
2023-08-05,expense,72.86,Dining Out
2023-08-06,income,1234.45,Freelance
2023-08-10,income,433.9,Investments
2023-08-10,expense,221.62,Healthcare
2023-08-10,expense,124.24,Shopping
2023-08-12,expense,65.38,Dining Out
2023-08-12,expense,150.54,Groceries
2023-08-13,expense,97.05,Entertainment
2023-08-14,expense,127.61,Gifts
2023-08-14,expense,76.76,Entertainment
2023-08-15,income,2950.15,Salary
2023-08-15,expense,52.09,Personal Care
2023-08-16,expense,46.06,Personal Care
2023-08-17,income,887.63,Freelance
2023-08-17,expense,53.9,Transportation
2023-08-18,expense,100.15,Dining Out
2023-08-19,income,874.19,Freelance
2023-08-19,expense,167.29,Groceries
2023-08-19,expense,20.72,Gifts
2023-08-21,expense,73.43,Entertainment
2023-08-21,expense,76.9,Transportation
2023-08-23,expense,76.71,Dining Out
2023-08-23,expense,92.04,Entertainment
2023-08-24,expense,68.69,Transportation
2023-08-25,expense,41.17,Transportation
2023-08-26,expense,141.91,Groceries
2023-08-28,expense,100.67,Entertainment
2023-08-29,income,595.47,Side Business
2023-08-30,income,2950.15,Salary
2023-08-30,expense,146.38,Education
2023-08-30,expense,30.55,Personal Care
2023-08-31,expense,70.93,Entertainment
2023-08-31,expense,36.51,Entertainment
2023-09-01,expense,69.37,Subscriptions
2023-09-01,expense,220.82,Insurance
2023-09-01,expense,1679.59,Housing
2023-09-01,expense,229.08,Utilities
2023-09-02,expense,164.56,Groceries
2023-09-03,expense,54.09,Transportation
2023-09-04,expense,43.32,Entertainment
2023-09-05,income,1307.42,Rental Income
2023-09-05,expense,97.96,Dining Out
2023-09-06,income,943.59,Freelance
2023-09-07,income,804.12,Freelance
2023-09-07,expense,77.39,Entertainment
2023-09-08,income,842.42,Freelance
2023-09-08,expense,80.19,Dining Out
2023-09-09,expense,133.15,Groceries
2023-09-09,expense,210.09,Shopping
2023-09-10,income,449.87,Investments
2023-09-11,expense,169.96,Healthcare
2023-09-13,income,983.35,Freelance
2023-09-13,expense,58.78,Transportation
2023-09-13,expense,50.44,Personal Care
2023-09-14,expense,75.48,Entertainment
2023-09-15,income,2950.15,Salary
2023-09-16,expense,130.74,Groceries
2023-09-16,expense,107.23,Transportation
2023-09-17,expense,60.27,Dining Out
2023-09-19,expense,66.54,Education
2023-09-21,expense,75.87,Transportation
2023-09-23,income,1129.34,Freelance
2023-09-23,expense,155.85,Groceries
2023-09-23,expense,70.09,Dining Out
2023-09-24,expense,233.29,Shopping
2023-09-25,expense,39.41,Personal Care
2023-09-26,income,723.16,Freelance
2023-09-28,expense,71.56,Dining Out
2023-09-29,expense,84.94,Shopping
2023-09-30,expense,68.47,Transportation
2023-09-30,expense,128.02,Groceries
2023-09-30,income,798.01,Side Business
2023-09-30,income,2950.15,Salary
2023-10-01,expense,1738.85,Housing
2023-10-01,expense,241.68,Utilities
2023-10-01,expense,225.96,Insurance
2023-10-01,expense,73.68,Subscriptions
2023-10-01,expense,63.64,Transportation
2023-10-01,expense,54.6,Entertainment
2023-10-03,expense,43.47,Transportation
2023-10-04,income,494.76,Side Business
2023-10-05,expense,108.02,Entertainment
2023-10-05,income,1288.84,Rental Income
2023-10-07,expense,113.94,Groceries
2023-10-07,expense,10.58,Gifts
2023-10-09,expense,275.61,Shopping
2023-10-10,income,485.53,Investments
2023-10-11,income,1159.54,Freelance
2023-10-12,expense,113.85,Dining Out
2023-10-13,expense,76.43,Entertainment
2023-10-14,expense,155.04,Groceries
2023-10-14,income,537.74,Side Business
2023-10-15,income,2950.15,Salary
2023-10-15,income,1039.27,Freelance
2023-10-15,expense,54.59,Gifts
2023-10-16,expense,156.36,Dining Out
2023-10-18,expense,107.12,Shopping
2023-10-18,expense,24.31,Personal Care
2023-10-21,expense,137.92,Groceries
2023-10-24,income,812.25,Side Business
2023-10-24,expense,229.02,Shopping
2023-10-27,income,1064.62,Side Business
2023-10-28,expense,24.89,Entertainment
2023-10-28,income,948.43,Side Business
2023-10-28,expense,161.88,Groceries
2023-10-30,income,2950.15,Salary
2023-10-30,income,526.94,Side Business
2023-10-30,expense,60.38,Gifts
2023-10-31,income,1162.21,Freelance
2023-10-31,expense,90.69,Entertainment
2023-10-31,expense,46.19,Personal Care
2023-11-01,expense,71.44,Subscriptions
2023-11-01,expense,213.4,Insurance
2023-11-01,income,1029.35,Side Business
2023-11-01,expense,1810.65,Housing
2023-11-01,expense,239.82,Utilities
2023-11-03,income,929.47,Freelance
2023-11-03,income,698.0,Side Business
2023-11-03,expense,50.26,Shopping
2023-11-03,expense,95.21,Transportation
2023-11-03,expense,628.16,Shopping
2023-11-04,expense,179.04,Groceries
2023-11-05,income,1370.33,Rental Income
2023-11-07,expense,205.82,Shopping
2023-11-08,income,959.05,Freelance
2023-11-08,expense,189.77,Healthcare
2023-11-08,expense,266.64,Shopping
2023-11-09,income,901.12,Freelance
2023-11-09,expense,1.64,Gifts
2023-11-10,income,436.85,Investments
2023-11-10,income,983.82,Side Business
2023-11-10,expense,26.3,Personal Care
2023-11-11,expense,41.25,Transportation
2023-11-11,expense,199.97,Groceries
2023-11-12,income,955.34,Side Business
2023-11-12,expense,95.34,Healthcare
2023-11-13,expense,238.05,Shopping
2023-11-14,income,1171.94,Freelance
2023-11-14,expense,88.75,Transportation
2023-11-15,income,2950.15,Salary
2023-11-15,expense,47.28,Transportation
2023-11-15,expense,195.47,Healthcare
2023-11-16,expense,162.26,Shopping
2023-11-16,expense,136.96,Dining Out
2023-11-16,income,999.89,Freelance
2023-11-17,expense,53.81,Entertainment
2023-11-17,expense,192.37,Shopping
2023-11-18,income,738.29,Freelance
2023-11-18,expense,171.51,Groceries
2023-11-18,expense,127.58,Education
2023-11-19,expense,166.92,Dining Out
2023-11-20,expense,88.31,Dining Out
2023-11-21,expense,107.75,Transportation
2023-11-21,expense,90.52,Education
2023-11-22,income,789.89,Freelance
2023-11-23,income,488.04,Side Business
2023-11-23,expense,151.51,Shopping
2023-11-25,expense,189.7,Groceries
2023-11-27,expense,96.06,Entertainment
2023-11-27,expense,662.91,Healthcare
2023-11-29,expense,49.65,Transportation
2023-11-30,income,2950.15,Salary
2023-12-01,expense,130.26,Dining Out
2023-12-01,expense,224.29,Insurance
2023-12-01,expense,69.12,Subscriptions
2023-12-01,expense,1768.3,Housing
2023-12-01,expense,237.36,Utilities
2023-12-02,expense,145.87,Groceries
2023-12-02,expense,203.08,Shopping
2023-12-03,income,864.48,Freelance
2023-12-03,expense,98.42,Shopping
2023-12-04,expense,87.37,Entertainment
2023-12-05,income,1343.62,Rental Income
2023-12-05,income,592.4,Side Business
2023-12-07,expense,88.97,Entertainment
2023-12-07,expense,194.95,Shopping
2023-12-07,expense,89.26,Entertainment
2023-12-08,income,890.85,Side Business
2023-12-08,expense,167.21,Dining Out
2023-12-09,expense,187.36,Groceries
2023-12-09,expense,109.83,Entertainment
2023-12-10,income,416.0,Investments
2023-12-12,expense,98.87,Transportation
2023-12-12,expense,35.39,Education
2023-12-13,income,673.74,Side Business
2023-12-14,expense,158.89,Dining Out
2023-12-14,income,716.67,Freelance
2023-12-15,income,2950.15,Salary
2023-12-15,expense,47.85,Personal Care
2023-12-16,expense,183.26,Groceries
2023-12-16,expense,62.84,Dining Out
2023-12-17,expense,91.54,Dining Out
2023-12-17,income,1156.31,Freelance
2023-12-17,expense,45.5,Entertainment
2023-12-17,expense,111.99,Healthcare
2023-12-18,expense,76.33,Transportation
2023-12-19,expense,165.52,Shopping
2023-12-20,income,837.96,Side Business
2023-12-21,expense,89.43,Shopping
2023-12-21,expense,207.78,Shopping
2023-12-22,income,1171.38,Freelance
2023-12-22,expense,46.1,Personal Care
2023-12-22,expense,120.45,Education
2023-12-23,expense,199.05,Groceries
2023-12-24,income,1224.59,Freelance
2023-12-24,expense,72.07,Transportation
2023-12-25,expense,41.33,Shopping
2023-12-25,expense,134.95,Gifts
2023-12-27,expense,43.53,Shopping
2023-12-28,income,673.23,Freelance
2023-12-29,expense,56.42,Dining Out
2023-12-30,income,2950.15,Salary
2023-12-30,expense,194.44,Groceries
2023-12-30,expense,196.5,Shopping
2023-12-31,expense,141.97,Dining Out
2023-12-31,expense,138.08,Dining Out
2024-01-01,expense,72.98,Subscriptions
2024-01-01,expense,232.1,Insurance
2024-01-01,expense,42.36,Transportation
2024-01-01,expense,1811.25,Housing
2024-01-01,expense,250.78,Utilities
2024-01-02,expense,111.95,Transportation
2024-01-03,income,811.19,Side Business
2024-01-03,expense,106.75,Transportation
2024-01-03,expense,259.58,Shopping
2024-01-05,expense,41.16,Entertainment
2024-01-05,expense,104.1,Dining Out
2024-01-05,income,1371.53,Rental Income
2024-01-05,expense,117.62,Dining Out
2024-01-06,expense,115.68,Groceries
2024-01-06,expense,0.71,Gifts
2024-01-07,expense,33.09,Personal Care
2024-01-07,expense,63.23,Entertainment
2024-01-08,expense,208.01,Healthcare
2024-01-09,expense,54.87,Entertainment
2024-01-10,income,929.36,Freelance
2024-01-10,income,535.76,Investments
2024-01-11,expense,112.63,Dining Out
2024-01-13,expense,97.1,Healthcare
2024-01-13,expense,110.32,Groceries
2024-01-14,income,781.65,Freelance
2024-01-14,expense,53.6,Entertainment
2024-01-14,expense,86.51,Dining Out
2024-01-15,income,2950.15,Salary
2024-01-15,expense,77.15,Dining Out
2024-01-15,expense,69.49,Transportation
2024-01-16,income,819.38,Freelance
2024-01-17,expense,65.65,Dining Out
2024-01-18,expense,154.75,Dining Out
2024-01-19,expense,197.05,Healthcare
2024-01-20,expense,123.96,Groceries
2024-01-20,expense,195.88,Healthcare
2024-01-21,expense,136.32,Dining Out
2024-01-23,expense,168.58,Education
2024-01-23,expense,74.55,Transportation
2024-01-24,income,612.51,Side Business
2024-01-24,expense,23.45,Personal Care
2024-01-26,expense,204.1,Shopping
2024-01-27,expense,107.57,Groceries
2024-01-28,expense,38.3,Entertainment
2024-01-28,expense,62.12,Shopping
2024-01-30,income,2950.15,Salary
2024-01-30,expense,36.75,Entertainment
2024-02-01,expense,1726.72,Housing
2024-02-01,expense,253.09,Utilities
2024-02-01,expense,220.26,Insurance
2024-02-01,expense,70.29,Subscriptions
2024-02-03,expense,99.19,Dining Out
2024-02-03,expense,135.19,Groceries
2024-02-04,expense,77.64,Shopping
2024-02-05,expense,28.49,Education
2024-02-05,income,1393.25,Rental Income
2024-02-05,expense,203.48,Healthcare
2024-02-06,expense,98.76,Entertainment
2024-02-06,expense,96.65,Entertainment
2024-02-07,expense,17.44,Personal Care
2024-02-09,expense,183.16,Shopping
2024-02-10,expense,153.4,Groceries
2024-02-10,expense,69.69,Transportation
2024-02-10,income,474.2,Investments
2024-02-11,income,1133.99,Side Business
2024-02-12,expense,46.87,Education
2024-02-14,income,815.33,Freelance
2024-02-15,income,2950.15,Salary
2024-02-15,expense,98.14,Transportation
2024-02-15,expense,27.02,Personal Care
2024-02-16,expense,186.92,Healthcare
2024-02-17,expense,111.54,Groceries
2024-02-17,expense,206.03,Shopping
2024-02-17,expense,59.13,Healthcare
2024-02-18,expense,210.09,Healthcare
2024-02-19,income,1136.57,Freelance
2024-02-21,expense,38.76,Personal Care
2024-02-21,expense,86.0,Transportation
2024-02-22,income,877.77,Side Business
2024-02-22,expense,39.24,Healthcare
2024-02-24,expense,125.91,Groceries
2024-02-24,expense,249.37,Shopping
2024-02-25,income,1014.1,Side Business
2024-02-27,expense,65.59,Dining Out
2024-02-28,expense,145.94,Dining Out
2024-02-28,expense,105.1,Transportation
2024-02-29,expense,66.87,Transportation
2024-02-29,expense,153.76,Dining Out
2024-02-29,income,1056.51,Freelance
2024-02-29,income,599.08,Side Business
2024-03-01,expense,1706.13,Housing
2024-03-01,expense,253.74,Utilities
2024-03-01,expense,219.1,Insurance
2024-03-01,expense,73.74,Subscriptions
2024-03-02,expense,134.86,Groceries
2024-03-02,expense,100.25,Dining Out
2024-03-03,expense,26.09,Gifts
2024-03-04,expense,58.94,Dining Out
2024-03-05,expense,126.61,Healthcare
2024-03-05,expense,35.02,Transportation
2024-03-05,income,1404.47,Rental Income
2024-03-05,expense,63.36,Transportation
2024-03-07,expense,38.88,Transportation
2024-03-09,expense,146.39,Groceries
2024-03-10,income,468.02,Investments
2024-03-11,expense,50.99,Personal Care
2024-03-13,expense,261.18,Shopping
2024-03-13,income,713.64,Freelance
2024-03-14,expense,71.11,Entertainment
2024-03-14,income,1229.55,Freelance
2024-03-14,expense,48.96,Shopping
2024-03-15,income,1075.77,Bonus
2024-03-15,income,3177.34,Salary
2024-03-15,income,794.95,Side Business
2024-03-15,expense,133.77,Dining Out
2024-03-16,expense,45.81,Transportation
2024-03-16,income,1072.45,Freelance
2024-03-16,expense,154.04,Groceries
2024-03-16,expense,96.89,Dining Out
2024-03-17,expense,57.53,Entertainment
2024-03-19,expense,96.64,Dining Out
2024-03-19,expense,77.17,Gifts
2024-03-21,income,1017.56,Freelance
2024-03-21,expense,106.07,Healthcare
2024-03-23,expense,160.24,Groceries
2024-03-23,expense,2.7,Education
2024-03-25,income,967.18,Side Business
2024-03-25,expense,122.73,Shopping
2024-03-26,income,935.34,Side Business
2024-03-26,expense,24.23,Entertainment
2024-03-28,expense,55.9,Healthcare
2024-03-28,income,1092.64,Freelance
2024-03-30,income,3177.34,Salary
2024-03-30,expense,150.31,Groceries
2024-03-30,expense,92.94,Entertainment
2024-03-30,expense,93.0,Entertainment
2024-04-01,expense,1839.56,Housing
2024-04-01,expense,258.7,Utilities
2024-04-01,expense,226.15,Insurance
2024-04-01,expense,75.88,Subscriptions
2024-04-01,expense,64.68,Dining Out
2024-04-02,expense,88.29,Transportation
2024-04-03,expense,134.26,Dining Out
2024-04-04,expense,45.71,Personal Care
2024-04-05,income,1374.62,Rental Income
2024-04-06,expense,143.99,Groceries
2024-04-07,expense,97.56,Entertainment
2024-04-08,expense,94.16,Healthcare
2024-04-09,income,995.61,Side Business
2024-04-09,expense,23.9,Personal Care
2024-04-10,income,467.98,Investments
2024-04-11,expense,41.72,Entertainment
2024-04-12,expense,171.59,Dining Out
2024-04-12,income,1186.58,Freelance
2024-04-13,expense,167.47,Groceries
2024-04-13,expense,204.51,Healthcare
2024-04-15,income,3177.34,Salary
2024-04-15,expense,54.62,Transportation
2024-04-15,expense,63.33,Entertainment
2024-04-16,income,488.81,Side Business
2024-04-16,expense,55.82,Personal Care
2024-04-18,expense,102.09,Dining Out
2024-04-19,expense,146.16,Dining Out
2024-04-20,expense,153.55,Groceries
2024-04-21,income,1112.76,Freelance
2024-04-21,expense,105.55,Transportation
2024-04-22,income,923.63,Freelance
2024-04-23,expense,96.06,Transportation
2024-04-24,expense,167.5,Dining Out
2024-04-25,expense,163.73,Dining Out
2024-04-25,expense,63.44,Transportation
2024-04-26,expense,118.92,Healthcare
2024-04-27,expense,136.18,Groceries
2024-04-27,expense,209.75,Healthcare
2024-04-28,income,861.33,Side Business
2024-04-29,expense,52.14,Transportation
2024-04-30,income,1109.89,Freelance
2024-04-30,income,3177.34,Salary
2024-04-30,expense,87.3,Dining Out
2025-06-21,income,1000.0,Housing
